Attendance,Previous qualification (grade),Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID,Application preference
Daytime,132.0,133.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,5,12.2,0,0,6,7,6,11.5,0,9.4,-0.8,-3.12,Graduate,3065,5
Daytime,123.0,117.4,Yes,No,No,Yes,Female,Yes,18,No,0,5,7,5,12.0,0,0,5,10,5,11.4,0,8.9,1.4,3.51,Graduate,3363,3
Daytime,100.0,120.0,No,No,No,Yes,Female,No,47,No,1,7,16,6,12.514285714285716,0,0,7,15,4,11.75,0,12.7,3.7,-1.7,Dropout,1624,6
Daytime,133.1,118.9,No,No,No,Yes,Female,No,30,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,3269,6
Daytime,130.0,135.6,Yes,No,No,Yes,Female,Yes,19,No,0,6,9,5,12.0,0,0,6,10,2,11.333333333333334,0,8.9,1.4,3.51,Dropout,0295,6
Daytime,120.0,130.0,Yes,No,No,Yes,Male,No,37,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,2204,6
Daytime,105.0,129.7,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,Graduate,0617,5
Daytime,132.0,138.0,No,No,No,Yes,Male,Yes,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate,4271,6
Daytime,121.0,115.1,Yes,No,No,Yes,Female,No,19,No,0,6,10,6,10.833333333333334,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,Graduate,0786,6
Daytime,145.0,139.8,Yes,No,No,Yes,Female,No,20,No,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Graduate,4184,6
Daytime,110.0,112.5,Yes,No,No,Yes,Female,No,20,No,8,10,14,9,12.333333333333334,0,3,7,10,7,11.77777777777778,0,7.6,2.6,0.32,Graduate,3815,6
Daytime,125.0,125.4,Yes,No,No,Yes,Male,No,19,No,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,0956,3
Evening,133.1,120.0,No,No,No,Yes,Male,No,39,No,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout,3493,6
Daytime,136.0,100.0,No,No,No,Yes,Female,No,18,No,0,7,8,7,13.6125,0,0,8,8,8,14.575,0,13.9,-0.3,0.79,Graduate,2898,6
Daytime,133.1,97.0,No,No,Yes,No,Male,No,36,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,1358,6
Daytime,121.0,113.0,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate,3850,4
Daytime,125.0,131.7,Yes,No,No,Yes,Male,No,20,No,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,Dropout,2469,6
Daytime,126.0,129.5,Yes,No,Yes,No,Female,No,18,No,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,Dropout,0667,5
Daytime,126.0,124.3,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.166666666666666,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,Graduate,1484,6
Daytime,120.0,113.4,No,No,No,Yes,Male,No,22,No,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,Dropout,3553,6
Daytime,117.0,121.6,Yes,No,No,Yes,Female,No,22,No,6,12,12,12,12.916666666666666,0,4,11,16,11,14.5,0,8.9,1.4,3.51,Graduate,1647,5
Daytime,152.0,154.1,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,Graduate,1144,6
Daytime,149.0,156.1,Yes,No,No,No,Male,No,29,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,0746,6
Daytime,116.0,127.6,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,13.857142857142858,0,0,6,7,6,13.142857142857142,0,13.9,-0.3,0.79,Dropout,1945,5
Daytime,160.0,160.0,Yes,No,No,No,Female,No,20,No,0,6,10,6,13.375,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate,3777,6
Daytime,110.0,100.0,No,No,No,Yes,Male,No,40,No,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate,0974,6
Daytime,110.0,110.0,No,No,No,Yes,Female,Yes,20,No,2,6,9,6,12.125,0,2,6,7,6,13.571428571428571,0,11.1,0.6,2.02,Graduate,0593,6
Daytime,133.1,100.5,No,No,No,Yes,Female,No,39,No,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout,2847,5
Daytime,130.0,120.0,Yes,No,No,Yes,Female,No,34,No,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate,3899,6
Evening,140.0,135.8,Yes,No,No,Yes,Male,No,25,No,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate,2418,6
Daytime,150.0,150.0,Yes,No,No,Yes,Female,No,34,No,1,5,6,1,11.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0308,6
Evening,100.0,130.0,No,No,No,Yes,Male,No,40,No,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout,2337,6
Daytime,130.0,130.0,No,No,No,Yes,Female,No,21,No,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,10.8,1.4,1.74,Graduate,2593,6
Daytime,127.0,121.4,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,11.571428571428571,0,0,7,9,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,0827,6
Daytime,133.1,118.0,No,No,Yes,Yes,Female,Yes,20,No,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate,1836,6
Daytime,127.0,120.0,Yes,No,No,Yes,Male,No,19,No,0,5,6,5,12.6,0,0,5,8,3,12.666666666666666,0,8.9,1.4,3.51,Graduate,3198,1
Daytime,130.0,135.0,No,No,No,Yes,Female,No,19,No,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,Graduate,2817,6
Daytime,110.0,110.2,No,No,No,Yes,Male,No,55,No,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,2457,6
Daytime,130.0,131.8,No,No,No,Yes,Male,Yes,22,No,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Graduate,3510,6
Daytime,158.0,153.5,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0,11.1,0.6,2.02,Graduate,1251,6
Daytime,126.0,120.4,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate,1041,3
Evening,140.0,128.5,No,No,No,Yes,Female,Yes,38,No,0,6,6,5,12.4,0,0,6,7,6,12.666666666666666,0,9.4,-0.8,-3.12,Graduate,2994,6
Daytime,130.0,120.9,Yes,No,Yes,Yes,Female,No,18,No,0,6,6,6,14.333333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduate,2852,4
Daytime,140.0,126.6,No,No,No,Yes,Male,No,19,No,2,6,7,6,14.428571428571429,0,1,7,8,7,14.375,0,11.1,0.6,2.02,Graduate,0727,6
Evening,120.0,96.0,Yes,No,No,No,Male,No,38,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,2664,6
Daytime,131.0,134.9,Yes,No,Yes,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,1393,6
Daytime,127.0,120.7,No,No,Yes,No,Female,No,22,No,0,6,10,5,11.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,0355,6
Daytime,133.1,111.8,Yes,No,No,Yes,Female,No,27,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,3956,6
Daytime,137.0,126.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,6,12.339999999999998,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,Graduate,0619,5
Daytime,119.0,113.1,Yes,No,No,No,Male,No,22,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,0008,3
Daytime,133.1,130.0,No,No,No,No,Female,Yes,20,No,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,Graduate,4214,6
Daytime,160.0,144.3,No,No,No,Yes,Male,No,22,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,3819,6
Daytime,110.0,107.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,11,4,12.25,0,0,6,10,4,11.0,0,12.7,3.7,-1.7,Dropout,3063,4
Daytime,135.0,145.9,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate,2596,6
Daytime,130.0,126.5,No,No,No,Yes,Male,No,26,No,0,6,7,6,12.428571428571429,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate,1811,6
Daytime,140.0,140.0,No,No,No,Yes,Female,No,25,No,0,8,8,7,14.805714285714286,0,0,8,8,7,14.805714285714286,0,10.8,1.4,1.74,Graduate,1958,6
Daytime,131.0,120.2,No,No,No,Yes,Female,No,19,No,0,5,10,5,13.285714285714286,0,0,5,8,5,13.0,0,12.7,3.7,-1.7,Graduate,4263,6
Daytime,119.0,118.3,No,No,No,Yes,Female,No,19,No,0,6,8,4,11.25,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,3098,3
Daytime,133.1,115.0,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,1234,5
Daytime,132.0,127.1,No,No,No,No,Male,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,2295,6
Daytime,158.0,155.2,No,No,No,Yes,Male,Yes,18,No,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,Graduate,1843,6
Daytime,132.0,126.1,No,No,No,Yes,Female,Yes,18,No,0,7,9,6,12.333333333333334,0,0,7,7,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,2011,6
Daytime,131.0,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,0124,6
Evening,130.0,120.0,No,No,No,Yes,Female,No,27,No,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,Dropout,0055,6
Daytime,157.0,146.2,No,No,No,Yes,Male,No,18,No,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,3181,6
Daytime,130.0,110.4,Yes,No,No,Yes,Male,No,25,No,13,15,15,13,10.76923076923077,0,11,14,15,12,11.833333333333334,0,7.6,2.6,0.32,Dropout,4303,1
Daytime,100.0,160.0,Yes,No,No,Yes,Female,Yes,24,No,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate,2725,6
Evening,138.0,134.5,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,12.666666666666666,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate,0034,6
Daytime,110.0,113.2,Yes,No,No,Yes,Female,No,24,No,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout,2578,3
Daytime,139.0,120.8,No,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0830,6
Daytime,128.0,141.0,Yes,No,No,No,Female,No,20,No,0,6,10,4,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,Dropout,2104,5
Daytime,122.0,117.1,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.572857142857142,0,0,8,9,8,14.955555555555556,0,12.4,0.5,1.79,Graduate,3006,3
Daytime,110.0,117.4,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,13.833333333333334,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,3410,2
Daytime,141.0,124.9,Yes,No,No,Yes,Female,No,19,No,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate,3943,4
Evening,133.1,125.7,No,No,No,Yes,Female,No,26,No,0,5,9,2,12.0,0,0,5,9,3,11.0,0,10.8,1.4,1.74,Dropout,1236,6
Daytime,133.1,100.0,No,No,No,Yes,Male,No,36,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,2641,6
Daytime,160.0,155.7,Yes,No,No,Yes,Female,No,27,No,7,12,17,11,14.727272727272728,0,4,9,10,7,14.142857142857142,0,8.9,1.4,3.51,Graduate,1661,6
Daytime,133.1,178.0,Yes,No,No,Yes,Male,Yes,23,No,0,6,8,6,13.333333333333334,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate,2272,5
Daytime,160.0,161.0,Yes,No,No,Yes,Female,Yes,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,0086,6
Daytime,138.0,124.7,Yes,No,No,Yes,Male,No,18,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,2192,1
Daytime,143.0,133.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,Graduate,1130,2
Daytime,136.0,129.5,Yes,No,No,Yes,Female,No,18,No,0,7,9,7,15.155555555555557,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,Graduate,2113,5
Daytime,145.0,125.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate,1323,2
Daytime,133.0,120.1,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,6,12.428571428571429,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Graduate,3177,3
Daytime,120.0,120.0,No,No,Yes,No,Female,No,20,Yes,2,6,13,3,11.666666666666666,0,1,6,11,3,12.0,0,12.4,0.5,1.79,Dropout,0040,6
Daytime,143.0,133.8,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,13.033333333333331,0,0,7,7,6,13.033333333333331,0,7.6,2.6,0.32,Graduate,1532,4
Daytime,146.0,144.6,No,No,No,Yes,Male,No,18,No,0,5,5,5,13.0,0,0,5,6,5,13.333333333333334,0,16.2,0.3,-0.92,Graduate,3207,6
Evening,133.1,142.7,No,No,Yes,Yes,Male,Yes,34,No,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate,3858,6
Evening,150.0,123.0,No,No,No,Yes,Male,No,27,No,0,5,8,4,11.5,0,0,5,9,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout,0744,6
Daytime,130.0,130.0,No,No,Yes,No,Male,No,25,Yes,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,1405,6
Daytime,143.0,152.1,Yes,No,Yes,Yes,Male,No,18,No,0,5,15,4,13.333333333333334,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,Dropout,0696,6
Evening,150.0,112.5,No,No,No,Yes,Female,No,33,No,0,6,10,5,11.4,0,1,6,7,6,11.166666666666666,0,7.6,2.6,0.32,Graduate,4091,6
Daytime,136.0,126.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,11.6,0,0,7,7,6,11.6,0,7.6,2.6,0.32,Graduate,0419,3
Daytime,144.0,136.0,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate,2080,2
Daytime,120.0,115.1,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,14.571428571428571,0,0,6,7,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,1932,6
Daytime,148.0,137.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate,0829,3
Evening,136.0,132.5,No,No,Yes,Yes,Female,Yes,22,No,1,6,7,4,12.75,0,1,6,8,5,13.0,0,13.9,-0.3,0.79,Graduate,1670,6
Daytime,113.0,112.3,No,No,No,Yes,Female,Yes,20,No,0,7,7,7,12.142857142857142,0,0,7,7,7,12.857142857142858,0,11.1,0.6,2.02,Graduate,3378,6
Daytime,157.0,142.3,No,No,No,Yes,Female,No,18,No,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate,3635,5
Daytime,122.0,126.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.833333333333334,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate,3039,6
Evening,110.0,114.6,Yes,No,No,Yes,Female,No,46,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,2837,6
