Marital status,Application mode,Application order,Course,Attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID
Single,2nd phase - General Contingent,1,Management,Daytime,Secondary education,148.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",134.0,No,No,No,Yes,Male,No,18,No,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0071
Single,2nd phase - General Contingent,1,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Installation and Machine Operators and Assembly Workers,Administrative staff,130.8,No,No,No,Yes,Male,No,24,No,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,0072
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,141.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,135.8,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0073
Single,2nd phase - General Contingent,4,Tourism,Daytime,Secondary education,118.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",111.7,Yes,No,No,Yes,Male,No,18,No,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,0074
Single,1st phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,142.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,132.9,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,0075
Single,2nd phase - General Contingent,3,Management,Daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.5,Yes,No,Yes,Yes,Male,No,18,No,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,0076
Single,3rd phase - General Contingent,4,Tourism,Daytime,Secondary education,106.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",106.0,Yes,No,No,Yes,Male,Yes,21,No,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,0077
Single,2nd phase - General Contingent,4,Journalism and Communication,Daytime,Secondary education,121.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120.3,Yes,No,Yes,Yes,Male,Yes,19,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,0078
Single,2nd phase - General Contingent,4,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,130.8,No,No,No,Yes,Male,Yes,22,No,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,0079
Married,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117.0,No,No,No,Yes,Male,No,33,No,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,0080
Single,1st phase - General Contingent,6,Basic Education,Daytime,Secondary education,114.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,110.2,Yes,No,No,Yes,Male,No,20,No,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,0081
Single,Over 23 years old,1,Management (evening attendance),Evening,Higher education - bachelor's degree,140.0,Portuguese,Higher education - degree,Higher education - degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,155.7,Yes,No,No,Yes,Male,No,35,No,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,0082
Single,Over 23 years old,1,Agronomy,Daytime,Higher education - master's,160.0,Portuguese,Higher education - degree,Higher education - degree,Administrative staff,Specialists in Intellectual and Scientific Activities,180.4,No,No,Yes,Yes,Male,No,24,No,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,0083
Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Administrative staff,125.5,No,No,No,Yes,Male,No,18,No,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,0084
Married,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,Yes,No,No,Yes,Female,No,33,No,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate,0085
Single,Transfer,1,Nursing,Daytime,Secondary education,160.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161.0,Yes,No,No,Yes,Female,Yes,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,0086
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Female,Yes,25,No,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,0087
Single,2nd phase - General Contingent,1,Communication Design,Daytime,Secondary education,124.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,Student,117.6,Yes,No,No,Yes,Male,No,20,No,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,0088
Single,1st phase - General Contingent,6,Management,Daytime,Secondary education,143.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,128.7,Yes,No,No,Yes,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,0089
Single,Change of course,2,Informatics Engineering,Daytime,Secondary education,115.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",112.2,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,0090
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,Administrative staff,Armed Forces Professions,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0091
Single,2nd phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,133.1,Brazilian,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,Unskilled Workers,Unskilled Workers,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,0092
Single,International Student (Bachelor),1,Equinculture,Daytime,Secondary education,133.1,Brazilian,Secondary education,Secondary education,Administrative staff,Administrative staff,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,0093
Married,Over 23 years old,1,Basic Education,Daytime,11th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout,0094
Married,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate,0095
Single,International Student (Bachelor),1,Informatics Engineering,Daytime,Secondary education,130.0,Santomean,Basic education 2nd cycle (6/7/8th year) or equiv,Higher education - degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,137.0,Yes,No,No,Yes,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,0096
Single,1st phase - General Contingent,5,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,0097
Single,1st phase - General Contingent,5,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,0098
Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,135.0,Portuguese,Secondary education,Higher education - bachelor's degree,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",134.3,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,0099
Single,1st phase - General Contingent,4,Nursing,Daytime,Secondary education,115.0,Portuguese,Higher education - degree,Higher education - degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0100
Single,Short/cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,130.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,0101
Single,1st phase - General Contingent,4,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,Unskilled Workers,Armed Forces Professions,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,0102
Married,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0103
Divorced,Over 23 years old,1,Agronomy,Daytime,Other - 11th years of schooling,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,0104
Single,3rd phase - General Contingent,1,Basic Education,Daytime,Secondary education,123.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0105
Single,Change of institution/course,1,Communication Design,Daytime,Secondary education,130.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,0106
Single,1st phase - General Contingent,2,Social Service,Daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0107
Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,113.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,0108
Single,1st phase - General Contingent,5,Nursing,Daytime,Secondary education,111.0,Portuguese,Higher education - degree,Higher education - master's,Administrative staff,Intermediate Level Technicians and Professions,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,0109
Single,2nd phase - General Contingent,2,Basic Education,Daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,Unskilled Workers,Intermediate Level Technicians and Professions,107.0,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,0110
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,0111
Single,2nd phase - General Contingent,2,Management,Daytime,Secondary education,123.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,0112
Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,131.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,0113
Single,1st phase - General Contingent,3,Journalism and Communication,Daytime,Secondary education,158.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,0114
Single,2nd phase - General Contingent,2,Nursing,Daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,0115
Single,Change of course,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Female,No,20,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,0116
Single,2nd phase - General Contingent,1,Social Service,Daytime,Secondary education,154.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,0117
Single,2nd phase - General Contingent,1,Management,Daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113.4,No,No,No,Yes,Female,No,20,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,0118
Single,1st phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137.0,No,No,No,Yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,0119
Single,1st phase - General Contingent,1,Management,Daytime,Secondary education,127.0,Portuguese,Higher education - bachelor's degree,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,0120
Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,0121
